Index,Height(cm),Weight(kg)
20693,162.3,46.2
20694,176.7,53.8
20695,177.3,53.2
20696,174.1,64.8
20697,168.0,50.8
20698,174.7,57.6
20699,159.2,49.1
20700,173.3,57.3
20701,178.1,57.0
20702,174.8,58.2
20703,175.8,57.6
20704,160.1,55.9
20705,174.6,63.8
20706,170.1,55.1
20707,178.1,60.2
20708,173.0,55.0
20709,169.1,53.6
20710,177.8,58.2
20711,169.0,54.5
20712,165.7,64.7
20713,174.4,63.8
20714,181.3,68.0
20715,169.1,55.8
20716,168.9,55.8
20717,170.5,51.5
20718,173.6,62.6
20719,169.4,50.0
20720,173.3,51.5
20721,167.8,59.5
20722,176.4,52.9
20723,173.9,58.2
20724,174.0,45.9
20725,175.5,57.6
20726,172.5,56.8
20727,170.3,65.2
20728,167.9,50.5
20729,165.2,59.1
20730,173.4,55.3
20731,171.1,58.7
20732,168.6,54.6
20733,173.8,55.0
20734,171.2,55.2
20735,175.6,65.2
20736,171.0,63.1
20737,185.9,71.3
20738,173.7,50.2
20739,168.4,58.6
20740,175.5,56.2
20741,172.9,55.3
20742,177.4,58.1
20743,171.7,60.6
20744,177.1,67.8
20745,169.8,53.1
20746,169.3,51.2
20747,175.0,56.3
20748,179.6,54.1
20749,168.2,51.0
20750,168.4,54.0
20751,171.2,51.6
20752,177.6,63.9
20753,171.9,49.6
20754,168.5,56.6
20755,163.3,58.9
20756,175.4,66.4
20757,169.9,62.0
20758,168.8,44.5
20759,174.8,59.3
20760,169.3,60.8
20761,162.2,58.5
20762,167.1,54.2
20763,168.3,42.7
20764,173.6,60.6
20765,179.9,54.5
20766,169.3,52.8
20767,176.2,64.7
20768,171.1,51.2
20769,175.6,54.7
20770,165.2,52.4
20771,175.4,54.1
20772,171.1,57.3
20773,169.3,57.1
20774,168.9,58.0
20775,175.5,56.3
20776,173.8,67.7
20777,173.0,63.5
20778,176.8,57.1
20779,168.5,56.9
20780,175.0,69.8
20781,171.4,64.5
20782,173.6,61.5
20783,167.4,61.3
20784,174.6,57.8
20785,172.7,55.7
20786,166.7,49.7
20787,172.8,67.4
20788,174.4,56.4
20789,174.3,58.4
20790,171.0,47.7
20791,164.6,57.2
20792,171.9,59.2
20793,174.6,63.3
20794,171.1,48.8
20795,172.8,55.8
20796,172.5,58.5
20797,169.4,56.0
20798,174.4,62.0
20799,178.7,61.1
20800,171.5,60.3
20801,169.6,60.1
20802,177.7,57.8
20803,170.0,52.6
20804,173.0,59.2
20805,162.4,52.0
20806,175.1,66.8
20807,170.7,51.9
20808,176.7,60.7
20809,174.5,58.9
20810,179.8,62.9
20811,175.5,67.5
20812,173.6,64.1
20813,166.6,57.5
20814,176.0,63.2
20815,175.0,57.0
20816,167.2,45.3
20817,170.7,57.2
20818,168.9,57.7
20819,171.6,61.0
20820,173.3,53.8
20821,168.8,50.0
20822,174.1,64.2
20823,174.3,55.8
20824,162.8,46.6
20825,166.5,55.9
20826,170.7,52.5
20827,167.9,57.3
20828,175.1,65.2
20829,171.4,59.7
20830,172.6,63.2
20831,167.5,59.2
20832,174.5,68.8
20833,175.7,56.6
20834,180.2,64.4
20835,176.5,62.7
20836,170.5,51.3
20837,174.2,56.9
20838,166.1,60.1
20839,173.6,62.2
20840,171.6,61.9
20841,176.6,56.0
20842,171.6,47.7
20843,161.3,52.1
20844,175.2,57.5
20845,171.6,55.1
20846,164.2,52.2
20847,177.4,61.8
20848,172.3,51.4
20849,170.8,56.9
20850,176.2,63.3
20851,166.2,55.3
20852,170.1,54.1
20853,165.8,53.4
20854,176.1,54.2
20855,172.0,55.5
20856,172.9,58.9
20857,173.4,57.2
20858,171.1,55.3
20859,174.6,59.6
20860,175.6,50.4
20861,174.2,61.9
20862,173.2,54.7
20863,176.7,55.0
20864,179.9,62.2
20865,172.3,57.7
20866,170.3,49.2
20867,172.3,58.9
20868,177.9,63.0
20869,170.1,57.7
20870,167.1,58.9
20871,177.9,64.7
20872,176.7,59.9
20873,169.9,52.2
20874,170.0,58.0
20875,171.8,55.0
20876,174.4,54.0
20877,170.0,59.1
20878,178.2,64.0
20879,186.9,67.2
20880,172.7,56.6
20881,181.6,65.9
20882,177.4,59.7
20883,173.0,49.5
20884,178.3,61.9
20885,175.0,47.0
20886,179.4,58.5
20887,171.5,57.4
20888,168.1,61.8
20889,175.5,60.9
20890,166.2,47.9
20891,166.3,52.3
20892,170.0,51.6
20893,174.5,57.1
20894,167.8,56.1
20895,176.4,50.3
20896,174.8,47.6
20897,176.5,47.8
20898,172.3,53.6
20899,171.9,65.2
20900,173.5,58.7
20901,174.4,54.8
20902,167.2,55.5
20903,172.8,56.3
20904,167.0,65.8
20905,178.8,60.5
20906,171.2,60.1
20907,177.7,57.3
20908,173.4,59.2
20909,174.7,50.6
20910,172.5,58.4
20911,176.2,62.5
20912,169.5,53.3
20913,173.2,61.5
20914,161.5,56.8
20915,186.1,58.7
20916,172.0,50.0
20917,167.6,47.7
20918,177.3,61.2
20919,174.9,56.0
20920,184.8,67.4
20921,173.5,58.6
20922,169.6,56.3
20923,171.3,56.0
20924,177.0,64.2
20925,175.2,47.1
20926,172.1,61.3
20927,169.9,56.3
20928,179.0,55.2
20929,179.6,63.0
20930,166.8,53.7
20931,181.5,62.1
20932,175.3,59.6
20933,162.7,63.5
20934,176.5,61.5
20935,176.6,58.8
20936,164.8,59.9
20937,179.6,60.9
20938,178.3,56.8
20939,172.1,59.0
20940,170.7,61.4
20941,171.6,50.7
20942,173.1,63.1
20943,174.9,57.2
20944,175.2,62.5
20945,170.6,45.0
20946,172.1,59.6
20947,175.4,60.3
20948,173.5,61.7
20949,171.0,56.0
20950,170.9,53.5
20951,169.2,57.2
20952,170.0,48.6
20953,173.1,60.4
20954,165.6,45.9
20955,172.8,54.2
20956,170.9,58.5
20957,177.2,64.3
20958,175.9,56.8
20959,174.7,51.9
20960,170.8,53.1
20961,176.0,60.2
20962,171.7,51.1
20963,170.7,49.0
20964,176.9,63.5
20965,170.2,56.9
20966,172.6,55.4
20967,186.6,61.2
20968,181.6,67.3
20969,171.6,56.5
20970,181.6,58.4
20971,173.1,59.2
20972,174.4,57.9
20973,167.8,50.9
20974,171.0,55.7
20975,172.4,52.9
20976,176.3,58.5
20977,173.7,60.6
20978,177.6,53.6
20979,175.0,62.8
20980,162.7,52.4
20981,177.1,57.4
20982,174.3,61.6
20983,176.3,62.4
20984,167.7,60.3
20985,170.5,58.5
20986,171.6,52.2
20987,175.7,55.8
20988,166.9,52.5
20989,172.4,50.2
20990,171.0,51.5
20991,170.9,65.2
20992,168.5,48.6
20993,173.3,60.5
20994,163.7,53.2
20995,172.4,67.8
20996,177.6,56.9
20997,159.5,48.7
20998,176.1,68.6
20999,169.2,59.0
21000,179.2,63.6
21001,174.9,55.7
21002,170.7,56.6
21003,175.6,59.7
21004,178.4,62.8
21005,175.5,57.0
21006,178.8,62.6
21007,169.3,63.1
21008,178.6,74.6
21009,179.8,64.3
21010,169.8,54.9
21011,167.3,51.2
21012,171.5,62.6
21013,180.9,70.8
21014,170.6,61.4
21015,171.4,60.2
21016,175.6,53.6
21017,168.8,55.2
21018,170.3,65.3
21019,169.3,52.9
21020,176.2,57.9
21021,175.1,62.3
21022,177.1,65.4
21023,169.4,54.8
21024,176.0,60.3
21025,174.5,55.0
21026,170.5,57.3
21027,170.0,52.8
21028,181.3,64.6
21029,169.8,48.5
21030,176.4,53.8
21031,168.9,52.0
21032,184.0,61.2
21033,173.0,54.7
21034,167.0,56.4
21035,170.6,59.0
21036,174.2,58.7
21037,170.9,55.4
21038,168.2,44.1
21039,183.9,70.4
21040,174.8,58.5
21041,171.9,57.5
21042,167.9,53.9
21043,172.2,59.1
21044,174.7,52.5
21045,174.9,61.8
21046,180.9,70.4
21047,165.7,52.1
21048,171.0,51.2
21049,171.5,51.5
21050,170.6,54.7
21051,169.9,62.8
21052,170.9,53.1
21053,180.2,59.1
21054,180.7,60.4
21055,176.2,70.8
21056,170.0,56.7
21057,172.9,55.7
21058,167.0,50.3
21059,179.4,63.6
21060,167.7,51.2
21061,173.3,58.5
21062,168.4,57.3
21063,174.0,61.2
21064,171.1,55.1
21065,177.8,61.5
21066,178.3,57.1
21067,168.7,53.2
21068,172.2,55.5
21069,173.6,64.8
21070,172.5,61.0
21071,174.6,52.6
21072,174.8,51.6
21073,179.4,69.1
21074,165.6,50.7
21075,174.0,58.7
21076,171.5,56.3
21077,172.8,56.9
21078,167.2,51.5
21079,178.5,59.6
21080,167.3,58.3
21081,169.4,57.1
21082,167.4,55.5
21083,184.2,64.5
21084,171.0,53.4
21085,174.9,54.1
21086,165.9,56.8
21087,171.6,53.1
21088,183.6,56.3
21089,176.2,57.6
21090,182.0,71.7
21091,170.0,51.7
21092,172.4,66.2
21093,168.9,63.0
21094,171.5,52.4
21095,175.8,58.1
21096,180.5,61.6
21097,167.1,51.3
21098,173.6,48.5
21099,164.4,51.5
21100,173.8,51.2
21101,175.0,56.3
21102,167.2,39.0
21103,174.9,59.7
21104,163.7,47.0
21105,171.8,52.9
21106,178.3,64.4
21107,180.3,63.4
21108,173.1,58.2
21109,168.1,57.8
21110,170.3,56.5
21111,179.7,59.5
21112,179.6,60.7
21113,171.9,53.5
21114,181.7,63.9
21115,174.1,57.4
21116,166.8,54.5
21117,167.6,56.5
21118,174.4,62.8
21119,168.5,48.0
21120,173.9,54.1
21121,177.7,64.4
21122,167.1,50.7
21123,170.4,54.6
21124,164.3,59.8
21125,175.4,57.5
21126,171.4,59.0
21127,169.9,52.3
21128,174.6,54.2
21129,170.9,51.9
21130,176.7,56.4
21131,180.5,67.6
21132,175.8,62.6
21133,172.3,55.4
21134,174.5,59.0
21135,172.2,56.6
21136,163.2,43.9
21137,174.7,65.8
21138,168.6,59.6
21139,175.7,57.2
21140,178.7,60.4
21141,169.5,56.6
21142,171.7,58.0
21143,171.3,61.9
21144,173.7,56.9
21145,178.9,63.8
21146,172.9,54.8
21147,170.9,52.9
21148,170.4,58.8
21149,170.5,53.0
21150,169.4,63.5
21151,171.4,53.4
21152,177.8,61.3
21153,167.1,58.6
21154,176.5,72.2
21155,168.0,55.4
21156,173.8,66.6
21157,172.1,57.0
21158,170.1,47.7
21159,176.1,58.8
21160,174.3,53.1
21161,171.5,55.7
21162,175.2,57.5
21163,169.2,52.5
21164,173.7,58.8
21165,180.4,58.0
21166,174.9,56.1
21167,173.2,64.9
21168,174.9,55.7
21169,174.2,54.8
21170,176.9,57.8
21171,174.8,64.4
21172,163.8,58.9
21173,175.5,60.6
21174,173.8,52.2
21175,172.0,59.4
21176,174.2,60.7
21177,170.8,58.1
21178,175.7,60.2
21179,171.6,57.2
21180,165.3,54.2
21181,166.4,48.8
21182,180.7,55.9
21183,179.0,62.7
21184,173.2,63.6
21185,170.1,61.5
21186,171.4,51.8
21187,165.2,47.7
21188,174.4,58.1
21189,174.7,54.6
21190,179.6,65.4
21191,173.1,64.6
21192,167.0,58.6
21193,171.7,61.3
21194,176.0,60.3
21195,175.2,55.3
21196,173.8,68.3
21197,172.0,58.5
21198,181.9,62.7
21199,163.7,46.5
21200,170.0,53.3
21201,165.8,56.6
21202,177.3,63.4
21203,171.5,59.1
21204,174.1,60.3
21205,171.5,51.6
21206,175.3,56.8
21207,170.7,58.2
21208,176.2,61.9
21209,170.4,62.2
21210,166.5,54.5
21211,175.6,62.1
21212,173.0,56.1
21213,168.1,53.7
21214,174.6,56.8
21215,176.9,60.8
21216,172.4,54.1
21217,176.6,62.7
21218,173.0,53.3
21219,173.8,63.5
21220,165.2,43.1
21221,174.6,54.4
21222,173.9,58.0
21223,175.2,55.5
21224,171.8,58.8
21225,172.7,50.7
21226,171.5,58.0
21227,173.0,52.7
21228,166.1,57.7
21229,169.5,54.9
21230,168.3,50.7
21231,177.1,59.8
21232,170.9,54.0
21233,175.3,58.7
21234,178.0,62.8
21235,171.7,56.2
21236,173.8,61.7
21237,172.6,56.0
21238,167.9,55.6
21239,167.7,52.7
21240,171.3,63.1
21241,176.9,62.3
21242,178.5,58.5
21243,180.8,60.8
21244,171.4,51.6
21245,171.0,55.1
21246,173.4,58.3
21247,172.6,58.8
21248,168.5,53.3
21249,168.1,60.9
21250,164.2,52.7
21251,171.6,56.9
21252,174.2,55.7
21253,160.5,49.7
21254,172.4,55.0
21255,175.5,65.3
21256,176.2,61.8
21257,169.4,53.3
21258,172.8,50.7
21259,165.2,47.5
21260,171.3,56.4
21261,168.8,58.4
21262,178.3,65.4
21263,170.5,57.1
21264,165.0,58.7
21265,174.2,53.6
21266,168.2,61.9
21267,177.5,56.5
21268,170.6,55.0
21269,168.3,56.3
21270,173.6,58.8
21271,181.1,61.6
21272,178.1,63.2
21273,167.9,60.5
21274,175.5,60.6
21275,171.2,58.3
21276,169.8,59.8
21277,175.8,60.1
21278,179.3,56.6
21279,174.1,55.3
21280,175.1,59.7
21281,172.6,57.9
21282,165.7,47.4
21283,182.1,62.5
21284,175.9,51.4
21285,172.6,63.7
21286,176.8,60.2
21287,170.9,55.6
21288,168.5,61.3
21289,168.0,49.7
21290,183.4,65.5
21291,174.4,61.2
21292,169.4,57.2
21293,167.0,52.9
21294,173.7,62.7
21295,181.8,69.8
21296,182.1,59.2
21297,180.9,59.4
21298,175.4,52.7
21299,175.9,59.5
21300,176.1,67.7
21301,171.1,52.7
21302,167.3,54.8
21303,173.5,50.4
21304,159.2,46.5
21305,167.9,56.3
21306,167.9,54.0
21307,179.7,61.0
21308,171.1,57.4
21309,170.9,52.4
21310,175.2,62.1
21311,171.5,58.8
21312,172.2,59.8
21313,180.0,65.2
21314,169.9,60.8
21315,176.8,52.1
21316,167.2,49.5
21317,172.9,63.5
21318,172.2,59.3
21319,169.2,59.2
21320,172.9,59.3
21321,168.6,55.7
21322,169.4,48.2
21323,162.5,57.2
21324,175.6,66.3
21325,173.4,61.1
21326,173.0,67.7
21327,168.1,53.9
21328,171.4,55.1
21329,178.4,57.8
21330,175.7,54.2
21331,170.1,52.3
21332,180.6,66.1
21333,174.3,58.3
21334,169.8,58.0
21335,170.4,62.7
21336,162.4,50.8
21337,167.3,51.3
21338,176.4,63.1
21339,172.3,58.8
21340,164.5,55.9
21341,168.2,51.4
21342,172.2,59.7
21343,182.9,56.7
21344,165.6,52.4
21345,171.2,57.7
21346,169.1,52.3
21347,167.7,49.3
21348,174.1,55.6
21349,169.5,56.0
21350,182.5,63.9
21351,161.5,59.5
21352,172.4,57.1
21353,175.7,61.7
21354,178.4,58.7
21355,178.5,57.4
21356,173.4,59.6
21357,171.8,60.5
21358,171.7,51.6
21359,163.0,42.1
21360,175.4,60.6
21361,170.6,54.4
21362,167.1,55.4
21363,168.9,56.6
21364,162.5,51.6
21365,171.9,46.9
21366,179.1,70.3
21367,177.2,60.5
21368,179.2,64.8
21369,174.3,52.5
21370,164.6,57.5
21371,180.1,59.4
21372,168.8,54.8
21373,177.3,61.1
21374,172.6,51.5
21375,173.3,55.8
21376,179.1,64.2
21377,171.2,48.3
21378,182.1,63.4
21379,174.2,66.9
21380,170.4,52.5
21381,173.1,61.9
21382,172.7,48.0
21383,164.6,51.9
21384,173.7,64.6
21385,177.1,59.3
21386,165.9,49.9
21387,172.6,53.1
21388,168.4,58.4
21389,165.9,71.6
21390,171.6,54.9
21391,176.1,58.0
21392,172.9,54.4
21393,174.6,59.2
21394,168.3,59.7
21395,170.5,59.3
21396,164.8,52.6
21397,170.9,58.5
21398,169.1,52.6
21399,170.5,51.4
21400,165.7,52.6
21401,171.7,60.2
21402,176.6,56.3
21403,174.8,64.1
21404,173.5,53.0
21405,174.6,56.7
21406,162.8,46.8
21407,179.9,68.1
21408,175.2,59.4
21409,171.4,56.6
21410,175.9,56.5
21411,170.5,54.2
21412,179.8,57.1
21413,172.6,50.6
21414,185.0,67.6
21415,167.6,52.4
21416,168.6,57.7
21417,170.8,58.4
21418,176.4,55.4
21419,178.6,60.6
21420,164.7,56.4
21421,169.7,56.4
21422,172.4,56.4
21423,173.4,54.9
21424,168.7,49.1
21425,176.7,67.6
21426,175.1,53.3
21427,170.7,55.9
21428,171.0,54.7
21429,170.3,54.5
21430,169.5,56.4
21431,177.8,64.2
21432,181.6,63.5
21433,185.9,68.5
21434,172.2,60.2
21435,174.3,60.1
21436,168.1,60.5
21437,171.1,61.0
21438,170.9,56.0
21439,168.7,51.5
21440,176.9,55.4
21441,171.4,48.7
21442,181.7,63.6
21443,179.1,59.2
21444,171.2,63.9
21445,173.5,64.6
21446,180.0,65.1
21447,173.2,58.4
21448,181.7,64.6
21449,171.9,55.6
21450,174.7,66.0
21451,177.0,56.4
21452,177.5,60.2
21453,173.0,59.1
21454,171.3,60.3
21455,164.1,46.8
21456,169.9,54.4
21457,168.8,51.5
21458,173.2,56.5
21459,177.3,62.3
21460,169.8,53.1
21461,171.7,53.4
21462,177.3,59.4
21463,174.5,58.3
21464,176.4,54.0
21465,169.6,56.5
21466,178.7,64.0
21467,173.8,58.3
21468,168.1,52.6
21469,162.7,60.4
21470,169.9,58.3
21471,167.8,46.7
21472,174.5,55.0
21473,168.0,54.9
21474,174.4,55.5
21475,165.0,52.8
21476,172.9,62.3
21477,162.6,53.7
21478,166.5,49.0
21479,171.2,55.2
21480,167.0,55.1
21481,168.1,63.9
21482,161.9,52.1
21483,171.5,49.0
21484,174.8,56.2
21485,174.2,52.1
21486,178.7,61.4
21487,172.9,55.5
21488,171.0,61.1
21489,172.6,50.7
21490,178.3,56.5
21491,178.4,57.4
21492,171.2,56.0
21493,177.0,57.4
21494,169.0,59.8
21495,169.1,56.1
21496,166.0,56.9
21497,180.4,63.9
21498,177.2,57.1
21499,175.6,56.6
21500,178.1,64.5
21501,169.3,55.5
21502,181.6,57.4
21503,171.1,60.5
21504,170.3,57.0
21505,179.9,67.3
21506,173.8,57.0
21507,174.4,56.2
21508,172.6,60.2
21509,179.2,57.3
21510,175.9,61.4
21511,171.2,63.6
21512,160.3,47.4
21513,174.6,50.4
21514,172.2,64.5
21515,174.1,61.9
21516,178.2,54.8
21517,178.1,57.3
21518,172.6,60.9
21519,176.4,55.3
21520,171.3,57.5
21521,176.7,59.6
21522,176.9,63.0
21523,177.7,64.9
21524,169.0,58.6
21525,166.3,58.7
21526,167.6,62.5
21527,170.5,56.2
21528,165.3,47.7
21529,176.7,63.1
21530,173.9,56.5
21531,177.6,63.2
21532,171.6,65.4
21533,169.6,57.2
21534,176.7,61.1
21535,185.4,65.7
21536,175.1,56.3
21537,169.4,51.9
21538,179.2,57.5
21539,167.8,55.3
21540,183.1,65.3
21541,171.3,54.2
21542,175.2,61.6
21543,175.4,51.7
21544,174.4,62.3
21545,180.8,62.0
21546,169.3,57.3
21547,160.9,50.2
21548,176.1,56.8
21549,177.2,61.6
21550,175.4,59.4
21551,173.5,53.6
21552,169.1,53.8
21553,173.7,50.9
21554,167.6,52.2
21555,160.7,50.0
21556,181.9,69.8
21557,167.9,44.8
21558,171.4,53.0
21559,178.6,56.4
21560,164.3,54.4
21561,164.5,46.3
21562,169.3,54.2
21563,179.2,57.3
21564,172.4,57.6
21565,167.4,51.4
21566,177.2,56.7
21567,168.0,48.8
21568,167.4,57.1
21569,176.9,59.9
21570,173.1,56.3
21571,172.1,51.6
21572,173.0,48.4
21573,173.2,51.6
21574,173.7,55.8
21575,172.3,59.3
21576,171.4,50.6
21577,177.0,64.5
21578,176.9,64.7
21579,180.2,60.9
21580,174.7,55.1
21581,175.3,61.5
21582,174.1,68.9
21583,165.7,63.3
21584,174.6,55.5
21585,170.0,53.6
21586,175.0,65.1
21587,163.7,62.2
21588,176.2,60.8
21589,177.2,48.4
21590,172.0,60.0
21591,167.5,61.8
21592,183.0,65.8
21593,177.6,63.4
21594,172.8,55.1
21595,179.4,66.6
21596,166.2,50.9
21597,174.0,63.1
21598,176.5,58.4
21599,166.6,61.8
21600,172.6,55.5
21601,175.1,62.6
21602,164.0,51.5
21603,175.8,62.4
21604,167.2,55.5
21605,173.7,55.4
21606,172.9,55.8
21607,182.6,65.8
21608,169.6,51.7
21609,168.3,50.6
21610,175.6,55.2
21611,180.5,60.1
21612,172.3,61.2
21613,167.9,59.4
21614,172.1,55.8
21615,168.5,58.7
21616,177.5,60.0
21617,174.8,52.7
21618,175.8,59.3
21619,176.7,67.7
21620,167.0,58.7
21621,170.0,58.7
21622,168.8,58.1
21623,173.8,62.4
21624,172.7,59.0
21625,173.4,58.2
21626,170.6,52.5
21627,169.1,62.4
21628,165.1,57.8
21629,172.9,59.9
21630,172.8,63.5
21631,176.4,66.9
21632,172.7,49.9
21633,161.8,47.0
21634,170.8,60.2
21635,168.7,53.2
21636,161.0,49.7
21637,172.0,54.0
21638,169.7,54.2
21639,170.4,47.3
21640,170.9,58.4
21641,170.0,50.6
21642,175.9,64.4
21643,177.4,68.4
21644,170.5,52.6
21645,175.0,55.8
21646,174.2,53.7
21647,171.3,50.0
21648,173.4,61.5
21649,169.1,60.5
21650,177.0,57.0
21651,168.9,58.0
21652,167.9,56.5
21653,173.7,58.1
21654,179.8,59.2
21655,179.8,56.6
21656,168.1,65.7
21657,175.4,52.4
21658,173.3,58.7
21659,166.5,53.9
21660,174.8,52.8
21661,175.6,54.3
21662,173.1,58.8
21663,173.8,60.8
21664,182.4,67.0
21665,173.0,66.1
21666,164.5,62.7
21667,174.0,52.1
21668,174.1,66.5
21669,171.2,59.3
21670,180.6,69.7
21671,169.5,58.7
21672,173.7,59.5
21673,175.9,63.5
21674,172.5,61.7
21675,169.2,59.5
21676,171.3,57.2
21677,175.5,67.1
21678,177.0,60.9
21679,173.8,66.2
21680,166.4,45.8
21681,177.2,62.4
21682,179.5,64.1
21683,168.2,58.8
21684,167.5,45.8
21685,181.4,58.8
21686,181.0,67.8
21687,165.7,61.4
21688,178.4,58.7
21689,171.4,54.9
21690,166.1,56.8
21691,180.5,68.6
21692,179.4,67.6
21693,167.5,57.1
21694,175.3,58.1
21695,179.0,68.6
21696,173.4,55.1
21697,172.5,66.3
21698,168.7,56.9
21699,174.7,58.2
21700,164.2,53.4
21701,164.1,57.3
21702,174.4,48.4
21703,173.0,58.3
21704,168.5,58.1
21705,174.5,57.6
21706,158.7,45.5
21707,173.9,60.7
21708,166.0,56.9
21709,167.3,58.7
21710,168.4,57.5
21711,166.9,51.6
21712,166.7,59.8
21713,171.8,61.6
21714,169.5,56.1
21715,179.5,71.7
21716,173.2,52.9
21717,177.4,61.7
21718,169.2,54.3
21719,175.5,65.9
21720,170.6,54.8
21721,168.5,52.1
21722,169.1,58.7
21723,165.2,46.0
21724,173.5,56.6
21725,171.7,58.9
21726,175.8,66.7
21727,178.9,66.5
21728,180.1,62.0
21729,166.2,60.5
21730,171.6,63.4
21731,170.8,58.9
21732,173.2,63.2
21733,169.0,47.5
21734,174.3,64.4
21735,173.7,62.7
21736,175.9,56.2
21737,169.0,55.4
21738,176.6,59.3
21739,172.3,61.1
21740,172.1,56.1
21741,175.5,60.7
21742,170.7,62.0
21743,178.2,53.4
21744,169.2,58.0
21745,176.4,62.0
21746,175.3,71.6
21747,175.4,65.3
21748,167.6,52.2
21749,173.5,62.4
21750,175.4,59.1
21751,171.9,58.5
21752,172.6,58.8
21753,174.7,50.2
21754,173.6,62.7
21755,173.5,62.2
21756,176.5,59.7
21757,171.2,49.2
21758,172.5,58.9
21759,176.6,64.7
21760,172.3,67.5
21761,166.6,52.3
21762,174.9,61.3
21763,171.2,52.0
21764,169.9,51.1
21765,170.3,50.4
21766,174.4,57.4
21767,174.8,56.6
21768,173.4,59.9
21769,170.8,57.5
21770,166.9,53.5
21771,174.1,64.7
21772,175.2,61.6
21773,176.3,55.9
21774,167.4,53.0
21775,171.4,55.0
21776,173.4,57.5
21777,177.7,64.7
21778,175.6,60.8
21779,167.0,52.1
21780,176.1,59.9
21781,171.9,51.1
21782,167.0,47.7
21783,174.4,48.9
21784,184.1,60.1
21785,164.5,50.0
21786,179.0,72.2
21787,177.0,65.0
21788,165.4,61.2
21789,173.2,61.6
21790,174.6,58.7
21791,171.5,65.5
21792,168.1,52.3
21793,170.0,64.5
21794,172.0,61.1
21795,168.0,56.6
21796,174.3,55.3
21797,163.6,52.7
21798,167.5,50.0
21799,176.9,48.8
21800,171.0,59.4
21801,176.9,56.4
21802,173.4,65.6
21803,171.5,61.5
21804,174.8,64.5
21805,172.6,59.9
21806,167.9,51.4
21807,174.3,61.0
21808,168.3,59.9
21809,167.1,55.2
21810,161.7,51.6
21811,175.2,53.2
21812,176.8,54.5
21813,172.6,59.6
21814,183.2,64.2
21815,168.1,49.0
21816,163.7,51.6
21817,170.0,56.6
21818,177.1,62.8
21819,168.9,65.7
21820,171.9,55.5
21821,173.3,57.9
21822,168.2,48.9
21823,174.0,50.7
21824,169.5,56.1
21825,170.9,49.9
21826,172.6,58.0
21827,181.2,64.3
21828,171.3,55.8
21829,175.7,54.5
21830,177.1,58.0
21831,169.9,53.7
21832,172.5,46.4
21833,174.4,56.0
21834,175.1,56.4
21835,160.7,59.8
21836,173.2,63.1
21837,175.4,62.4
21838,168.9,53.0
21839,177.2,57.8
21840,173.3,56.4
21841,174.9,61.9
21842,170.3,57.6
21843,180.2,57.6
21844,174.0,61.8
21845,180.5,50.5
21846,166.3,48.5
21847,174.3,52.0
21848,173.2,53.7
21849,170.4,55.9
21850,171.8,58.6
21851,175.2,59.3
21852,171.9,53.5
21853,177.7,54.4
21854,164.2,49.3
21855,168.7,52.6
21856,172.5,46.8
21857,169.8,52.7
21858,169.3,58.5
21859,174.6,68.4
21860,168.5,56.4
21861,174.6,59.5
21862,170.6,50.3
21863,172.9,55.6
21864,186.1,67.2
21865,171.8,55.6
21866,180.3,55.6
21867,173.1,55.3
21868,174.6,57.3
21869,166.4,51.6
21870,166.0,50.2
21871,163.5,51.6
21872,174.1,57.8
21873,175.4,60.4
21874,184.4,65.3
21875,176.5,52.4
21876,168.3,51.3
21877,166.1,49.7
21878,178.5,54.0
21879,178.7,52.7
21880,166.3,56.9
21881,169.0,56.0
21882,171.7,55.2
21883,166.9,57.0
21884,172.8,60.8
21885,173.9,56.0
21886,165.7,52.7
21887,172.4,56.8
21888,167.1,56.1
21889,181.5,60.5
21890,179.9,61.8
21891,180.8,64.0
21892,167.7,57.4
21893,181.3,57.1
21894,179.3,62.2
21895,173.3,58.1
21896,173.3,64.3
21897,165.3,48.4
21898,169.9,49.0
21899,160.1,52.6
21900,170.4,69.1
21901,165.9,48.4
21902,165.3,48.8
21903,171.2,56.5
21904,175.4,55.5
21905,175.6,60.3
21906,173.9,59.0
21907,178.3,65.0
21908,180.3,65.0
21909,170.5,55.4
21910,177.9,60.0
21911,174.6,59.9
21912,166.1,58.9
21913,180.6,59.9
21914,161.3,55.5
21915,172.8,55.1
21916,164.8,59.4
21917,173.1,55.9
21918,176.1,56.6
21919,176.7,51.1
21920,176.2,56.2
21921,172.5,56.6
21922,177.3,54.1
21923,178.0,56.2
21924,170.8,60.5
21925,161.9,55.0
21926,173.5,58.6
21927,168.6,64.8
21928,177.9,62.2
21929,168.3,61.6
21930,173.4,53.4
21931,179.8,59.1
21932,170.5,52.6
21933,167.5,56.3
21934,171.6,44.1
21935,164.5,56.5
21936,173.9,53.7
21937,174.3,59.2
21938,173.2,61.3
21939,163.2,51.6
21940,171.2,55.0
21941,176.9,58.6
21942,174.7,62.4
21943,171.4,52.9
21944,168.5,46.4
21945,165.8,42.8
21946,174.0,59.2
21947,169.6,58.3
21948,174.3,61.8
21949,170.1,61.0
21950,189.0,64.3
21951,173.1,50.1
21952,176.7,61.2
21953,164.3,58.1
21954,177.8,59.4
21955,174.6,62.0
21956,171.6,62.5
21957,161.5,48.7
21958,175.4,68.8
21959,169.8,61.3
21960,175.9,60.1
21961,178.1,58.1
21962,167.0,53.8
21963,175.1,59.9
